,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
5896,direktorat jenderal bima islam menteri agama ri health and financial manajemen training bismillah strategic action team aksinesia islamic wealth management financial planning syariah syariat wealth coach at his grand savero,0,0,0,0,0,0,0,0,0,0,0,0
5897,bahan bakar minyak listrik telur percaya rezim kocak,1,1,1,0,0,0,0,0,1,1,0,0
5898,cebong bicara ilmu wawas orang bodoh mudah caci maki bicara lindur ilmu,1,1,0,1,0,0,0,0,1,0,1,0
5899,ahok bukti jabat kuasa gubernur jakarta penting sebesarbesarnya taipan ri cina,1,0,1,0,0,0,0,0,1,1,0,0
5900,bantah mata dongok banget tong bicara gasal mulu tolol,1,1,1,0,0,0,0,0,1,1,0,0
5901,selera musik modern playlist lagu terkinintapi takut bilang anak indie idiot netizennngapain insecure musik jadul sampahnmending bilang anak indie idiotndaripada anak jadul idiot,0,1,0,0,0,0,0,0,0,0,0,0
5902,jadi islam tolak boros salah kuasa sila tutup periuk,0,0,0,0,0,0,0,0,0,0,0,0
5903,umat anies sandi makna otak dobol,1,1,0,1,0,0,0,0,1,0,1,0
5904,bikin males jatuh motor benar motor koreng lutut which is literally pas kering susah jalan koreng ketariktarik kulit,0,0,0,0,0,0,0,0,0,0,0,0
5905,bilang salah cebong kayak erti ya goblok,1,1,1,0,0,0,0,0,1,1,0,0
5906,hembus tenaga kerja asing asing kuasa driver ojek online,0,0,0,0,0,0,0,0,0,0,0,0
5907,aduh mas mending anggap komunis komunis kumis hehe,0,0,0,0,0,0,0,0,0,0,0,0
5908,bubar panitia khusus dewan wakil rakyat nya rakyat rugi bayar pajak gaji kerja nya sibuk penting,1,0,0,1,0,0,0,0,1,0,0,1
5909,muhammad burak makkah yerusalem dongeng ibrahim makkah,1,0,0,1,1,0,0,0,0,0,1,0
5910,jokowi ajak ulama jawa barat lurus hoaks politik,0,0,0,0,0,0,0,0,0,0,0,0
5911,kasihan fitriani nasib mu dahulu pusat latih nasional nya latih buang nihtp sayang satu bulu tangkis indonesia nyali pecat latih lihat cina langsung pecat ning,0,0,0,0,0,0,0,0,0,0,0,0
5912,bottom tato iya sempit kontol gue kena tai mantappppppppp,0,1,0,0,0,0,0,0,0,0,0,0
5913,antek komunis teriak komunis,1,0,1,0,0,1,0,0,0,1,0,0
5914,protesapa anies konsisten janji kampanyeklu janji realisasi batal gubernur,1,0,1,0,0,0,0,0,1,1,0,0
5915,si babi cina biadab laku kaum pribumi surat pemberitahuan tahun baris serba nu nusantara dukung timpang biadab,1,1,0,1,0,1,0,0,0,0,1,0
5916,lemas congor mas pakai rok,1,1,1,0,0,0,0,0,1,1,0,0
5917,bacot nih pecun,1,1,1,0,0,0,0,0,1,1,0,0
5918,bohong bangkai cium bau busuk,0,0,0,0,0,0,0,0,0,0,0,0
5919,silah gabung koalisi zon hak jual congor gue peduli,1,1,1,0,0,0,0,0,1,1,0,0
5920,akun pir akun satu it cerita pendek berengsek kemarin pas baca cerita baca publikasi,0,1,0,0,0,0,0,0,0,0,0,0
5921,inspeksi dadak rumah sakit pusat ahmad tabib gubernur kejut sistim antre daftar pasien via,0,0,0,0,0,0,0,0,0,0,0,0
5922,gue asa orang bejat ya,0,0,0,0,0,0,0,0,0,0,0,0
5923,rela telepon berjamjam habis topik telepon dengar,0,0,0,0,0,0,0,0,0,0,0,0
5924,pamor rk akan partai politik usung dukung nista agama,1,0,0,1,0,0,0,0,1,0,1,0
5925,ayo bu keliling pesantren antar,0,0,0,0,0,0,0,0,0,0,0,0
5926,impor bawang asing buat om,0,0,0,0,0,0,0,0,0,0,0,0
5927,gaib ya telepon kantor cewek orang cina logat bahasa inggris aneh terima telepon teriak ih,0,0,0,0,0,0,0,0,0,0,0,0
5928,njul nek gonku koyo nama cocot bocor njul,0,1,0,0,0,0,0,0,0,0,0,0
5929,antek cina percaya komunis orang musuh bantai muslim,1,0,1,0,1,1,0,0,0,1,0,0
5930,orang hebat serah apa karir ngewe teman apa kunci buka telinga dengar keluh kesah,0,0,0,0,0,0,0,0,0,0,0,0
5931,ganti antek asing,0,0,0,0,0,0,0,0,0,0,0,0
5932,on the way jakarta wussssttturunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
5933,rezim dablek utang pakai dana haji lengser jokowi,1,1,1,0,0,0,0,0,1,0,0,1
5934,utang suap bikin candi mangkrak mending jamban guna,0,0,0,0,0,0,0,0,0,0,0,0
5935,mata najwa debat jakarta urus bacot anis nya juaranyamemang makan bacot jakartahahapaslon aneh gede bacot doang,1,1,1,0,0,0,0,0,1,1,0,0
5936,kerja pas piket perangkat kelas kayak taplak meja spidol buku maju kelas nih tinggal kelas pas pulang kembali lowong kerja ruang piket ambil besok pagi,0,0,0,0,0,0,0,0,0,0,0,0
5937,nyinyir cuci ahok teriak kafir,1,1,1,0,0,0,0,0,1,1,0,0
5938,gue jijik lihat wakil rakyat dewan wakil rakyat sih fadil apes efek baca berita mantan koruptor calon anggota legislatif gembel korupsi tiada,0,1,0,0,0,0,0,0,0,0,0,0
5939,bos presiden presiden,0,0,0,0,0,0,0,0,0,0,0,0
5940,berita bom teroris dengar kemarin lusa wilayah surabaya barat gerebek duga teroris cari berita internet lokasi heboh berita,0,0,0,0,0,0,0,0,0,0,0,0
5941,ya partai komunis indonesia komunis simbol larang perintah apa alas that dak toleransi,0,0,0,0,0,0,0,0,0,0,0,0
5942,masuk setan,1,1,1,0,0,0,0,0,1,1,0,0
5943,amin rais prabowo otot bicara rohingya biar pahlawan mau,1,0,1,0,0,0,0,0,1,1,0,0
5944,komisi berantas korupsi gelar program pilih kepala daerah integritas,0,0,0,0,0,0,0,0,0,0,0,0
5945,selamat setan,1,1,1,0,0,0,0,0,1,1,0,0
5946,cebong kayak dongok abadi gampang kibul,1,1,1,0,0,0,0,0,1,1,0,0
5947,lagu indonesia milik karakteristik paling khas budaya orang indonesia hitsindonesiajuara by putri a via musik indonesia juara,0,0,0,0,0,0,0,0,0,0,0,0
5948,kampret revisi haha,0,1,0,0,0,0,0,0,0,0,0,0
5949,mari cinta produk bantu produk saing pasar global moga menang gubernur sumatra utara jadi sumatra utara bidang adang,0,0,0,0,0,0,0,0,0,0,0,0
5950,ancam lengser jokowi front bela islam undang undang atur lengser jokowi permisi dukung,1,0,1,0,0,0,0,0,1,1,0,0
5951,tantang hadap chat,0,0,0,0,0,0,0,0,0,0,0,0
5952,ab periang murah senyum raguragu ceria,0,0,0,0,0,0,0,0,0,0,0,0
5953,muka kayak tolong anjir,0,1,0,0,0,0,0,0,0,0,0,0
5954,anjir,0,1,0,0,0,0,0,0,0,0,0,0
5955,bikin gue manusia homo ros v chanyeol nih wkwk,0,1,0,0,0,0,0,0,0,0,0,0
5956,ya ampun bentar jakarta mimpi burik,0,0,0,0,0,0,0,0,0,0,0,0
5957,kali tellernya urus mata uang asing tau omong coba satpam ambil nomor antre suka satpam ambil nomor,0,0,0,0,0,0,0,0,0,0,0,0
5958,katak ge er isu jatuh rezim isu kerja intelijen konter gera komunis,1,0,0,1,0,1,0,0,0,0,1,0
5959,haha sipit melek,0,0,0,0,0,0,0,0,0,0,0,0
5960,ada syariat islam ajar bom bunuh mana,0,0,0,0,0,0,0,0,0,0,0,0
5961,haha kafir plonga plongo nih muka banci salon,1,1,1,0,1,0,1,1,0,1,0,0
5962,cebong tetas rr,1,1,1,0,0,0,0,0,1,1,0,0
5963,lengser jokowi rekan gagal perintah,1,0,1,0,0,0,0,0,1,0,0,1
5964,eyang diam diam tahan tai,0,0,0,0,0,0,0,0,0,0,0,0
5965,warga negara indonesianitu andanbangganini bilang soekarno partai komunis indonesia benarbenar marah,0,0,0,0,0,0,0,0,0,0,0,0
5966,islam nusantara tolak sunni wahabisme salaf liberalisme pluralisme yahudi as,0,0,0,0,0,0,0,0,0,0,0,0
5967,cair ya anjing syiah kenyang makan uang rezim partai komunis indonesia dasar syiah haram jadah,1,1,1,0,1,0,0,0,0,1,0,0
5968,amin awal pilih kepala daerah pilih calon partaipartai usung puncak,1,0,0,1,0,0,0,0,1,0,1,0
5969,ngesaltyin kamori iya takut gigit antek antek vampir,0,0,0,0,0,0,0,0,0,0,0,0
5970,aduh dek jackson teman berengsek ya,1,1,0,1,0,0,0,0,1,0,1,0
5971,industri orang cina kerja wkwk,0,0,0,0,0,0,0,0,0,0,0,0
5972,seru rasional bubar partai komunis indonesia ganyang partai komunis indonesia jebot sadar era buka,1,0,1,0,0,0,0,0,1,1,0,0
5973,kelu enggak fact tau jangkit yahudi sejarah nabi amp agama moga hidayah,0,0,0,0,0,0,0,0,0,0,0,0
5974,subhanallahnsaat mahasiswa lembaga kaji uang nasional aksi diam amp boros negeri sakit hutang tambah rupiah hancur bahan bakar minyak listrik malam impor tenaga kerja asing ambil sempat kerjanalhamdulillah badan eksekutif mahasiswa suara,0,0,0,0,0,0,0,0,0,0,0,0
5975,uji kompetensi visi amp misi handapan panelis peluang djarot saiful hidayat amp syiar sitorus pilih kepala daerah sumatra utara saksi kandidat bicara kamis ppl indonesia barat zilvia iskandar indonesia,0,0,0,0,0,0,0,0,0,0,0,0
5976,negara martabat gubernur serasa presiden,0,0,0,0,0,0,0,0,0,0,0,0
5977,wkwk budaya turun turun,0,0,0,0,0,0,0,0,0,0,0,0
5978,bangga lihat gubernur indonesia bismillah ya,0,0,0,0,0,0,0,0,0,0,0,0
5979,hahagubernur presiden bangga,0,0,0,0,0,0,0,0,0,0,0,0
5980,coba cek struktur tim kampanye anies sandi asma dewi wakil bendahara aksi,1,0,1,0,0,0,0,0,1,1,0,0
5981,biar laden banci,0,1,0,0,0,0,0,0,0,0,0,0
5982,tolol hakiki tampil kalah solot tolol obat,1,1,0,1,0,0,0,0,1,0,1,0
5983,selamat aher gembar gembor amp bawa media ajatu bandara gubernur,0,0,0,0,0,0,0,0,0,0,0,0
5984,sibuk feeeport serius pelotot usaha cina tambang nikel morowalisulteng ber tenaga kerja asing,0,0,0,0,0,0,0,0,0,0,0,0
5985,nih orang memek perek senang gue bilang emak perekketemuan ayo,1,1,0,1,0,0,0,1,0,0,1,0
5986,badan kuliah bohong dosen fakultas besok lulus kuliah km pimpin negarapak tung presiden anak anak dosen,0,0,0,0,0,0,0,0,0,0,0,0
5987,airlangga malumalu maju calon wakil presiden damping jokowi,0,0,0,0,0,0,0,0,0,0,0,0
5988,guru kimia gue rumus orang banyak tar ateisnapa hubung bambang,0,0,0,0,0,0,0,0,0,0,0,0
5989,alternatif kayak ya dungu kayak cebong,1,1,1,0,0,0,0,0,1,1,0,0
5990,soal wacana pilih kepala daerah langsung ilustrasi kerja pasang alat aga kampanye pasang calon serta pilih kepala daerah padang sedia komisi pemelihan ulak karang padang sumatra barat senin perintah dewan wakil rakyat gulir wacana revi,0,0,0,0,0,0,0,0,0,0,0,0
5991,pakai kacamata mata sipit tenggelam ya,0,0,0,0,0,0,0,0,0,0,0,0
5992,gigih juang periode cerita rawan ya proyek masuk rasa nama ya fee dipungkiri andai rezim runtuh miskin bui,1,0,0,1,0,0,0,0,1,0,1,0
5993,masyarakat percaya hitam putih dunia percaya agamawan komunis okok dukung larang rokok kerja keras sukses quotesmuke,0,0,0,0,0,0,0,0,0,0,0,0
5994,cont nal orang asing bicara temu cocok orang buka pintu hati buka bicara hyura relasi cont,0,0,0,0,0,0,0,0,0,0,0,0
5995,lie tju siswi kelas sekolah dasar katolik karya yosef istri ronaldo pardede sah,0,0,0,0,0,0,0,0,0,0,0,0
5996,pltl maaf rl kristen masuk grup direct message,0,0,0,0,0,0,0,0,0,0,0,0
5997,harap ekonomi pengaruh hiruk pikuk politik angka miskin turun,0,0,0,0,0,0,0,0,0,0,0,0
5998,tenggelamkanitu bocah kepala koreng maha sombong langit menang keparat cepat,1,1,1,0,0,0,1,0,0,1,0,0
5999,bubar memebrantas korupsi korupsi rajalela dewan wakil rakyat,1,0,0,1,0,0,0,0,1,0,1,0
6000,kuasa milik kontrol aparat alat keparat cebong dungu,1,1,0,1,0,0,0,0,1,0,1,0
6001,buaya model mulut banyak makan gula,0,0,0,0,0,0,0,0,0,0,0,0
6002,gubernur koruptor maksud rumah sakit sumber waras reklamasi rakus sih ahok,1,0,1,0,0,0,0,0,1,1,0,0
6003,bangkai,1,1,1,0,0,0,0,0,1,1,0,0
6004,sarap sakit jiwa manja kangen cemburu koding perhati my fan,0,1,0,0,0,0,0,0,0,0,0,0
6005,mimpi nyata,0,0,0,0,0,0,0,0,0,0,0,0
6006,sabtu pagi masyarakat adat badui lanjut jalan kantor gubernur banten kawasan pusat perintah provinsi banten curug kota serang direct message,0,0,0,0,0,0,0,0,0,0,0,0
6007,kacau kampanye negara kakek nya,1,0,1,0,0,0,0,0,1,1,0,0
6008,bajing sopir maaf driver driver sifat universal kasihan kerja kena ganti bangsat,1,1,1,0,0,0,0,0,1,1,0,0
6009,jokowi masyarakat alih pakai mata uang tiongkok,1,0,1,0,0,0,0,0,1,1,0,0
6010,budek anjir,0,1,0,0,0,0,0,0,0,0,0,0
6011,pm malaysia sindir jokowi arti serang jokowi hehe,1,0,1,0,0,0,0,0,1,1,0,0
6012,partai komunis indonesia bangkit,1,0,0,1,0,1,0,0,0,0,1,0
6013,lo biaya bank asing salah info,0,0,0,0,0,0,0,0,0,0,0,0
6014,tenaga kerja indonesia jurnalis koran berita indonesia hong kong,0,0,0,0,0,0,0,0,0,0,0,0
6015,najis zu aman satpam gidaf biar masuk,1,1,1,0,0,0,0,0,1,1,0,0
6016,berisik duo manusia homo,1,1,1,0,0,0,0,1,0,1,0,0
6017,ambil sapu lidi biar bubar panitia khusus komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,1,0
6018,ya allah gustikenapa diam,1,0,0,1,0,0,0,0,1,0,1,0
6019,budek congean,1,1,1,0,0,0,1,0,0,1,0,0
6020,cocok,1,0,1,0,0,0,0,0,1,1,0,0
6021,bom atom,0,0,0,0,0,0,0,0,0,0,0,0
6022,buruburu deklarasi prabowo serap aspirasi ulama habib,0,0,0,0,0,0,0,0,0,0,0,0
6023,jakarta anti asing,0,0,0,0,0,0,0,0,0,0,0,0
6024,salah tebus kesalahannberi peluang gantung harap orang taksub butansebab kritik amp bangkang kritik,0,0,0,0,0,0,0,0,0,0,0,0
6025,bani cebong bani serbet mas ajak ribut,1,1,1,0,0,0,0,0,1,1,0,0
6026,partai komunis indonesia rusak islam bahaya,1,0,0,1,0,1,0,0,0,0,1,0
6027,maju sih jilat kotor ahok guntur romli tuding asma dewi kait aniessandi,1,1,1,0,0,0,0,0,1,1,0,0
6028,kak beli barang cina shopee paket jual ngerefund refund aku rugi ongkos kirim barang jual harga jual gabung sa,0,0,0,0,0,0,0,0,0,0,0,0
6029,coba sikap bodoh hidup salah,0,0,0,0,0,0,0,0,0,0,0,0
6030,kali prof balas teriak caci amp label beliau kafir liberal jil penasaran wajah manusia akun profesor kalem amp berb,0,0,0,0,0,0,0,0,0,0,0,0
6031,paksa rakyat pikir teroris pesan politis undang undang guna rakyatbukan guna keparat,1,1,0,1,0,0,0,0,1,0,1,0
6032,memek becek,0,1,0,0,0,0,0,0,0,0,0,0
6033,jiahahahhh sih bencong idiot galau keper nih tahu sebar berita fitnah maklum sih gue bencong turun gerwani surat pemberitahuan tahun conggak fitnah makan surat pemberitahuan tahun kerja suka mangkal emper hihi,1,1,1,0,0,0,1,1,0,1,0,0
6034,saksi ringan sidang surat pertanggungjawaban fiktif gubernur sumbar,0,0,0,0,0,0,0,0,0,0,0,0
6035,jumpa maklumat pasal bangsa parut kat muka diaperempuancam kesan toreh pisau budaya cantik ritual agama mazhab islam,0,0,0,0,0,0,0,0,0,0,0,0
6036,haha langsung aku ya beliau pinokio pilih presiden iya cebong dungu,1,1,1,0,0,0,0,0,1,1,0,0
6037,urus korupsi urus polisitp agama urus tuhan angkat jempol zumiiiii,0,0,0,0,0,0,0,0,0,0,0,0
6038,anti barat cenderung kiri komunis surat pemberitahuan tahun rusia zaman soekarno condong rusia salah correct me if i am wrong,0,0,0,0,0,0,0,0,0,0,0,0
6039,sekolah dasar papua minoritas protestan pakai jilbab ajar agama kelas islam satu kelas protestan kelas katolik hindubudha main jam kosong pindah,0,0,0,0,0,0,0,0,0,0,0,0
6040,cebong benar cd kon,1,1,1,0,0,0,0,0,1,1,0,0
6041,antek komunis yayasan lembaga bantu hukum indonesia main main korban,1,0,0,1,0,1,0,0,0,0,1,0
6042,agama iman bela nista agamadosa milik sih maha cipta duniamengampuni kasih baik,0,0,0,0,0,0,0,0,0,0,0,0
6043,tiada bicara kuota iya,0,1,0,0,0,0,0,0,0,0,0,0
6044,khofifah indar parawansaemil dardak saifullah yusuf gus ipulputi guntur soekarno adu gagas program debat pilih kepala daerah jawa timur selenggara komisi pilih daerah jawa timur,0,0,0,0,0,0,0,0,0,0,0,0
6045,calon presiden trump dangkal bodoh jokowi sinting presiden korupsi hilang negara,1,1,1,0,0,0,0,0,1,1,0,0
6046,sombong bacot awak rupe monyet awak cakap pakai akal sikit masa orang singgung anjing,1,1,1,0,0,0,1,0,0,1,0,0
6047,junjung nabi agung muhammad saw begitundak ajar orang islam islam ramah marah gus mus,0,0,0,0,0,0,0,0,0,0,0,0
6048,bacot min sinyal busuk pakai,1,1,0,1,0,0,0,0,1,0,1,0
6049,singgung twitterlaporin polripaling ditolakwong delik agama manawaktu ahok nista,1,0,1,0,0,0,0,0,1,1,0,0
6050,iya ya monyet anjing gue gampar kesal astagfirullah haladzim bicara kasar maaf ngentot,1,1,1,0,0,0,0,1,0,1,0,0
6051,idiot sih,1,1,1,0,0,0,0,0,1,1,0,0
6052,mata najwa debat jakarta sih cina babi ahok banget sok pintar banget ahok,1,1,1,0,0,1,0,0,0,1,0,0
6053,debat final pilih kepala daerah jakarta mampuuuusssssss empok silvy,1,1,1,0,0,0,0,0,1,1,0,0
6054,sabtu pagi masyarakat adat badui lanjut jalan kantor gubernur banten kawasan pusat perintah provinsi banten curug kota serang,0,0,0,0,0,0,0,0,0,0,0,0
6055,bacot doanggue berani,0,1,0,0,0,0,0,0,0,0,0,0
6056,cewek cowok miskin bilang nikah kaya mas cinta,0,0,0,0,0,0,0,0,0,0,0,0
6057,sipit bank rakyat indonesia,1,1,1,0,0,0,1,0,0,1,0,0
6058,beda rejim mukidi plonga plongo,1,1,0,1,0,0,0,0,1,0,1,0
6059,ayo jenderal tebar pesona calon,1,0,1,0,0,0,0,0,1,1,0,0
6060,kurikulum giat jurus sekolah guru terima cd gratissss sekolah beliau sudi hati ajak keliling sekolah nama sekolah sekolah tengah juru katolik santo michael,0,0,0,0,0,0,0,0,0,0,0,0
6061,masuk otak bong dungu permanen,1,1,0,1,0,0,0,0,1,0,1,0
6062,peluk ambil bom nya eh takjil,0,0,0,0,0,0,0,0,0,0,0,0
6063,paham jawa timur nasihat gubernur mas buruh pabrik potensi maseh,1,0,1,0,0,0,0,0,1,1,0,0
6064,tunang cina,0,0,0,0,0,0,0,0,0,0,0,0
6065,padang sekolah negeri swasta kecuali sekolah swasta kristenkatolik islam kayak kayak cewek pakai jilbab seragam sekolah jilbab wkwk sekolah dasar j,0,0,0,0,0,0,0,0,0,0,0,0
6066,otak jual mahal harga pakai alias mulus,0,0,0,0,0,0,0,0,0,0,0,0
6067,mending bikin google borang takut ngerap usil bejat,0,0,0,0,0,0,0,0,0,0,0,0
6068,gue hipotesis nama asli raja padjadjaran padjadjaran raja hindu corakcorak india pakai v hipotesis lo,0,0,0,0,0,0,0,0,0,0,0,0
6069,iman fiksi ulamakyaiustadz ceramah fiksi ayat fiksi,1,0,1,0,0,0,0,0,1,1,0,0
6070,modar kasih cuping mulu deandra,0,1,0,0,0,0,0,0,0,0,0,0
6071,sesal hasrini anak menantu hilang gera fajar nusantara sadar sesal tipu islam,1,0,0,1,1,0,0,0,0,0,1,0
6072,bubar komisi berantas korupsi bubar wakil rakyat,1,0,0,1,0,0,0,0,1,0,1,0
6073,tau deh mimpi doang kayak lupa gue ketemu kunti nya,0,0,0,0,0,0,0,0,0,0,0,0
6074,berengsek nih handphone cas sore penuh penuh baterai nya,0,1,0,0,0,0,0,0,0,0,0,0
6075,,1,1,1,0,0,0,0,0,1,1,0,0
6076,presiden gelar pilih kepala daerah pilih kepala daerah serentak pilih kepala daerah gubernur bupati wali kota jokowi ajak ulama sejuk pilih kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
6077,p,0,0,0,0,0,0,0,0,0,0,0,0
6078,fantom all role dongok dogfightingnbut i will take phantom other tahan fishbednyang menit tempur,0,1,0,0,0,0,0,0,0,0,0,0
6079,temu biasaindikasi manipulasi suara,0,0,0,0,0,0,0,0,0,0,0,0
6080,cinta buta bisu lumpuh bawa paruh jiwa,0,0,0,0,0,0,0,0,0,0,0,0
6081,buta greetings hehe,0,0,0,0,0,0,0,0,0,0,0,0
6082,selebriti laku kayak tai suka orang teman tipe panjat sosial tunggang foto bareng obrol bareng sambung skalipunnberbeda fan yanpansos suka tunggang arus pikir,1,1,1,0,0,0,0,0,1,1,0,0
6083,berita ppp tolak calon presiden jokowi dukung partai demokrasi indonesia juang ppp tolak jokowi presiden periode partai satu bangun ppp kubu main disc jockey fariz tolak jokowi pimpin indonesia periode,0,0,0,0,0,0,0,0,0,0,0,0
6084,hidup kadang kadang kadang ayam injak tai kadang injak tai ayam,0,0,0,0,0,0,0,0,0,0,0,0
6085,sindir cek kader isteri nya gila ya kader masuk bab bahas isteri,0,0,0,0,0,0,0,0,0,0,0,0
6086,roslan sari murtad tonmamak lalak ct kasim request lesen bahalol tolak allah,1,1,1,0,1,0,0,0,0,1,0,0
6087,presiden susilo bambang yudhoyono dana anggar bikin gas aagymkata akibat korupsi anggar bikin gas investor bikin gas,1,0,1,0,0,0,0,0,1,1,0,0
6088,tiga bahas presiden ratas kali sisi promosi mediamedia lokal mediamedia internasional,0,0,0,0,0,0,0,0,0,0,0,0
6089,organisasi masyarakat radikalfpi huh htihrs dibubariklu radikal anti bineka anti cina kristen disadarkanusir suriah suruh gabung isis,1,0,0,1,1,0,0,0,0,0,0,1
6090,haha mata picek a,1,1,1,0,0,0,1,0,0,1,0,0
6091,kembali marwah kampus rejim biadab nyungsep amin,1,1,1,0,0,0,0,0,1,1,0,0
6092,asing bajing surat pemberitahuan tahun ahok serta nya anti,1,1,0,1,0,1,0,0,0,0,1,0
6093,masalah agama patut mengatasnamakan agama cover perkara,0,0,0,0,0,0,0,0,0,0,0,0
6094,islam hina layak ikut menteri agama gera fajar nusantara layak ikut masyarakat,1,1,0,1,1,0,0,0,0,0,1,0
6095,situ tanda dungu urus usaha pribadi becus urus negara by the way pajak bayar wkwk kampret dongok,1,1,1,0,0,0,0,0,1,1,0,0
6096,karakter kartun deskripsi karakter luhan monyet dragon dua milik adil,0,0,0,0,0,0,0,0,0,0,0,0
6097,susilo bambang yudhoyono genius politik susilo bambang yudhoyono kuat pengaruh guru agenda,1,0,1,0,0,0,0,0,1,1,0,0
6098,birokrasi birokrasi birokrat daerah mu podo amburadul ojek online urus pusat mu walah,1,0,1,0,0,0,0,0,1,1,0,0
6099,pergi tenaga kerja asing harap cipta lowong kerja target capai posisi sektor swasta khusus warga saudi,0,0,0,0,0,0,0,0,0,0,0,0
6100,putar film nyadeklarator partai komunis indonesia nama ketua nyaasalnya komunis cina soviet,1,0,0,1,0,1,0,0,0,0,1,0
6101,takut rezim selidik kayak jatuh helikopter angkut warga cina,1,0,0,1,0,0,0,0,1,0,1,0
6102,agama milik hormat kitab suci atheiskomunis beda,0,0,0,0,0,0,0,0,0,0,0,0
6103,hajar bela,1,1,0,1,0,0,0,0,1,0,1,0
6104,hati hati syiah musuh sahabat fakta lihat kondisi suriah lihat hubung rusia komunis cina,0,0,0,0,0,0,0,0,0,0,0,0
6105,pikir ya salah rezim tampak,0,0,0,0,0,0,0,0,0,0,0,0
6106,celeng hutan celeng pelihara tetap babi,0,0,0,0,0,0,0,0,0,0,0,0
6107,beda biasa alam demokrasi inijangan rezim pro penguasagerah beda partai kuasa demokritik,0,0,0,0,0,0,0,0,0,0,0,0
6108,gendut kurus ngewe tapiiii uit senang tinggal nih nih,0,0,0,0,0,0,0,0,0,0,0,0
6109,dunia nafsu ya kang sayap kayak burung hantu,0,0,0,0,0,0,0,0,0,0,0,0
6110,lengser jokowi langgar tentu perundangundangantapi becus kelola negara,1,0,1,0,0,0,0,0,1,0,0,1
6111,paranoid mati tionghoanoverseas cina ikut asas kewarganegaraannya ius sanguinis alias lahir mana otomatis warga negara tiongkok nasionalis taiwan,0,0,0,0,0,0,0,0,0,0,0,0
6112,hukum sih hina al alquran berat berat penjara ahok penjara ahok,1,0,1,0,0,0,0,0,1,1,0,0
6113,sama perempuan indonesia onta ya,0,0,0,0,0,0,0,0,0,0,0,0
6114,andritany ismed sofyan ramdani lestaluhu wakil tim persija rumah duka almarhum fahreza siang,0,0,0,0,0,0,0,0,0,0,0,0
6115,a suka,0,0,0,0,0,0,0,0,0,0,0,0
6116,cebong juara lari kenyataankepintaran akal sehat,1,1,0,1,0,0,0,0,1,0,1,0
6117,indonesia warga hindu nusantara hindu india katolik nusantara menjeleknjelekkan katolik vatikan syiah nusantara menjelekjelekkan syiah iran aneh aku islam nusantara men,0,0,0,0,0,0,0,0,0,0,0,0
6118,bangsat bangsat tai bego tolol setan alas ndasmu babi anjing monyet bodoh cebong kodok katak mari hilang kosa otak kitasepakat,1,1,1,0,0,0,0,0,1,1,0,0
6119,rohani kitab suci agama kristen alkitab yohanes sains sains tuhan allah,0,0,0,0,0,0,0,0,0,0,0,0
6120,pakai kontol punya copot,0,1,0,0,0,0,0,0,0,0,0,0
6121,ada halang ajar sekolah agama tk united kingdom us monastik surat pemberitahuan tahun sekolah katolik kristiani ranah minoritas asimilasi k,0,0,0,0,0,0,0,0,0,0,0,0
6122,mandi sih pagi kesal jablay,0,1,0,0,0,0,0,0,0,0,0,0
6123,jancuk momen buka instagram sengaja lihat cerita lakilaki lainndan tambah cantik and bahagia banget huewwwww,0,1,0,0,0,0,0,0,0,0,0,0
6124,menteri capai target ganti presiden tepat janji lengser,1,0,1,0,0,0,0,0,1,0,0,1
6125,negeri jamrud khatulistiwa bingung kali ya kerja komunis liberalis salam sehat,0,0,0,0,0,0,0,0,0,0,0,0
6126,perang ayo mana by pukul ayo sampah kayak indonesia puruk otak otot hayo,1,1,1,0,0,0,0,0,1,1,0,0
6127,cocot,1,1,1,0,0,0,0,0,1,1,0,0
6128,legislatif jancuk,1,1,0,1,0,0,0,0,1,0,1,0
6129,bacot orang kota miskin,1,1,1,0,0,0,0,0,1,1,0,0
6130,bentar pilih kepala daerah ya guys colok omat guys pilih pimpin sesuai mata hati sesuai mata uang,0,0,0,0,0,0,0,0,0,0,0,0
6131,allah tempat nama tradisi yahudineliyakimnelhanannelkananatonyehoshuanyehonatannyehoyada,0,0,0,0,0,0,0,0,0,0,0,0
6132,sumpah weh tenggek kat counter pickup makan nak sial masuk dapur tengok dog makan bodoh,1,1,1,0,0,0,0,0,1,1,0,0
6133,please ya gue dasar erti af ya gue idiot kayak ya kayak kayak kayak,0,1,0,0,0,0,0,0,0,0,0,0
6134,sekian ganggu dungu mereka sabar tunggu terkam dendam,0,0,0,0,0,0,0,0,0,0,0,0
6135,anggar gaji tunjang anggota dewan wakil rakyat potong,0,0,0,0,0,0,0,0,0,0,0,0
6136,berisik ya habis berisik berisik bacot tolol anjing manusia tau,1,1,1,0,0,0,0,0,1,1,0,0
6137,hasil rezim ininyata amp bikin infografisyg dukung nya puja puji tiada hentipdhl fakta lapang sesuai infografistsb,0,0,0,0,0,0,0,0,0,0,0,0
6138,anis baswedan juluk super gubernur maroko,0,0,0,0,0,0,0,0,0,0,0,0
